PaperId,Essential,Worthwhile,Unimportant,Unwise,ZeroRating,NotShown,PosRatings,NegRatings,TotalRatings,Venue,Year,TotalPages,IndTrack,AcadVsInd,Title,Authors,Summary
373,0,3,1,0,0,146,3,1,4,ICSE,2016,10,No,Academic,Risk-Driven Revision of Requirements Models,"Dalal Alrajeh, Axel Van Lamsweerde, Jeff Kramer, Alessandra Russo, Sebastian Uchitel",A method to automatically revise goals that may be underspecified or partially wrong to resolve obstructions in a given domain.
374,1,0,3,0,0,146,1,3,4,ICSE,2016,10,No,Academic,"Discovering ""Unknown Known"" Security Requirements","Awais Rashid, Syed Asad Ali Naqvi, Rajiv Ramdhany, Matthew Edwards, Ruzanna Chitchyan, M. Ali Babar",A method to discover security requirements in continuously evolving threat landscapes which lead to new tacit knowledge that is embedded in or across a variety of security incidents.
377,1,1,1,1,0,146,2,2,4,FSE,2016,12,No,Mixed,Automated Change Impact Analysis between SysML Models of Requirements and Design,"Shiva Nejati, Mehrdad Sabetzadeh, Chetan Arora, Lionel Briand, Felix Mandoux",A method for automatically identifying the impact of requirements changes to system design using SysML.
382,2,0,2,0,1,145,2,2,4,FSE,2016,12,No,Academic,Titanium: Efficient Analysis of Evolving Alloy Specifications,Hamid Bagheri and Sam Malek,A method for on-line analysis of formal specifications able to cope efficiently with the evolution of such specifications in order to support adoption of such techniques in industrial contexts.
386,0,1,2,1,0,146,1,3,4,REFSQ,2016,18,No,Academic,Do Information Retrieval Algorithms for Automated Traceability Perform Effectively on Issue Tracking System Data?,"Thorsten Merten, Daniel Krämer, Bastian Mager, Paul Schell, Simone Bürsner, Barbara Paech",A data-driven study on the performance of a set of information retrieval algorithms for computing traceability in issue tracking systems.
390,2,1,1,0,1,145,3,1,4,REFSQ,2016,16,No,Academic,Automated Classification of Legal Cross References Based on Semantic Intent,"Nicolas Sannier, Morayo Adedjouma, Mehrdad Sabetzadeh, Lionel C. Briand",A method for classifying automatically legal cross references across several provisions which refer to a single compliance requirement.
396,1,0,3,0,0,146,1,3,4,REFSQ,2016,16,No,Academic,Common Threats and Mitigation Strategies in Requirements Engineering Experiments with Student Participants,"Marian Daun, Andrea Salmon, Torsten Bandyszak, Thorsten Weyer",A literature study on specific threats to validity in controlled experiments with student participants and on mitigation strategies for these threats.
402,1,3,0,0,0,146,4,0,4,RE,2016,10,Yes,Mixed,A Two-Stage Inspection Process for Automotive Software Systems and Its Practical Applications,Akiyuki Takoshima and Mikio Aoyama,A method for revising software requirements specifications (SRS) through inspection at two different levels of abstraction in order to assess the SRS quality.
406,0,3,1,0,2,144,3,1,4,RE,2016,6,Yes,Industry,RAMP: Requirements Authors Mentoring Program,John Terzakis and Sarah Gregory,A training program for assisting requirement authors through a network of trained experts in the context of large projects with dozens of such authors.
412,1,2,1,0,0,146,3,1,4,RE,2016,10,No,Academic,Ambiguity Cues in Requirements Elicitation Interviews,"Alessio Ferrari, Paola Spoletini and Stefania Gnesi",An interview-based study with practitioners for identifying a set of cues appearing in linguistic expressions that typically lead to ambiguity in order to improve customer-analyst communication.
420,2,2,0,0,0,146,4,0,4,RE,2016,10,No,Academic,An Exploratory Study on User Interaction Challenges When Handling Interconnected Requirements Artifacts of Various Sizes,Parisa Ghazi and Martin Glinz,An interview-based study with practitioners for knowing the current practices of presenting and manipulating artifacts in documentation tools in order to understand how well these tools support requirements engineers.
426,1,1,2,0,1,145,2,2,4,RE,2016,10,No,Academic,A Theory of Vagueness and Privacy Risk Perception,"Jaspreet Bhatia, Travis D. Breaux, Joel R. Reidenberg and Thomas B. Norton",A model for understanding the implications of privacy requirements vagueness in aligning company's privacy policies with their data practices in order to reduce privacy risks.
427,0,3,0,1,0,146,3,1,4,RE,2016,10,No,Academic,Requirements Engineering Visualization: A Systematic Literature Review,"Zahra Shakeri Hossein Abad, Mohammad Noaeen and Guenther Ruhe",A literature review on the existing approaches in the visualization techniques available in RE.
432,2,0,2,0,0,146,2,2,4,ESEM,2016,10,No,Academic,Detection of Requirement Errors and Faults via a Human Error Taxonomy: A Feasibility Study.,"Wenhua Hu, Jeffrey C. Carver, Vaibhav K. Anu, Gursimran S. Walia and Gary L. Bradshaw",A taxonomy for classifying requirement errors and for guiding developers to find additional faults based on the type of usual human errors in order to avoid requirement engineers to make the same errors in the future.
434,0,3,1,0,0,146,3,1,4,ESEM,2016,10,No,Academic,Using Eye Tracking to Investigate Reading Patterns and Learning Styles of Software Requirement Inspectors to Enhance Inspection Team Outcome,"Anurag Goswami, Gursimran S. Walia, Mark McCourt and Ganesh Padmanabhan",An experiment with students for investigating reading patterns and learning styles of software requirement inspectors for in order to enhance inspection team outcome.
3,0,3,0,0,1,146,3,0,3,ICSE,2010,10,No,Academic,StakeNet: Using Social Networks to Analyse the Stakeholders of Large-Scale Software Projects,"Soo Ling Lim, Daniele Quercia, Anthony Finkelstein",A case study on evaluating a given technique for identifying and prioritising stakeholders in order to involve the right stakeholders in system analysis
15,0,2,1,0,1,146,2,1,3,REFSQ,2010,13,No,Academic,Visualizing Cyber Attacks with Misuse Case Maps,"Karpati, P.; Sindre, G.; Opdahl, A.L.",A method for visualizing how cyber-attacks are performed in an architectural context in order to closely intertwine requirements and architecture in the development of secure software
19,0,3,0,0,1,146,3,0,3,REFSQ,2010,14,No,Academic,Videos vs. Use Cases: Can Videos Capture More Requirements under Time Pressure?,"Brill, O.; Schneider, K.; Knauss, E.",A method for using low-effort ad-hoc videos as a concrete representation of early requirements in order to avoid misunderstandings in the early phases of a project
34,2,1,0,0,0,147,3,0,3,RE,2010,10,No,Academic,An NFR Pattern Approach to Dealing with NFRs,"Supakkul, Sam; Hill, T.; Chung, L.; Thein Than Tun; Sampaio do Prado Leite, J.C.",A method for capturing and reusing patterns of knowledge on non-functional requirements in order to properly manage the large body of knowledge in this field
38,1,1,1,0,0,147,2,1,3,RE,2010,6,Yes,Industry,Enhancing Customer Partnership Through Requirements Framework,"Vijayamma, D.K.; David, N.Y.",An experience report on the application of a requirements framework developed after a root cause analysis in order to enhance customer partnerships in an IT company
40,1,1,0,1,0,147,2,1,3,RE,2010,10,No,Academic,Application of Swarm Techniques to Requirements Engineering: Requirements Tracing,"Sultanov, H.; Hayes, J.H.","A method for generating requirements traceability matrices considering the unique properties of requirements, e.g. small datasets"
46,2,1,0,0,0,147,3,0,3,RE,2010,6,Yes,Industry,Transition to Agile Development - Rediscovery of Important Requirements Engineering Practices,"Savolainen, J.; Kuusela, J.; Vilavaara, A.",An experience report on the lessons learned from two projects about the transition from classical development process into agile development
47,2,0,1,0,1,146,2,1,3,RE,2010,10,No,Academic,Extending Nocuous Ambiguity Analysis for Anaphora in Natural Language Requirements,"Hui Yang; De Roeck, A.; Gervasi, V.; Willis, A.; Nuseibeh, B.",A method for classifying ambiguities in natural language requirements and inform the analyst of the potentially dangerous cases in order to prompt further elicitation
48,0,2,1,0,1,146,2,1,3,RE,2010,10,No,Academic,A Method for Identifying Software Requirements Based on Policy Commitments,"Young, J.D.; Anton, A.I.",A multi-case study for a commitment analysis method that can be used to obtain requirements from policy documents in order to validate it
52,0,2,1,0,0,147,2,1,3,RE,2010,10,No,Academic,Decision Support for Product Release Planning Based on Robustness Analysis,"Al-Emran, A.; Pfahl, D.; Ruhe, G.",A method for selecting the strategic release plan that is most robust against assumed changes in resource allocation and availability
69,0,2,1,0,0,147,2,1,3,REFSQ,2011,14,No,Mixed,Applying Restricted English Grammar on Automotive Requirements - Does it Work? A Case Study,"Post, A.; Menzel, I.; Podelski, A.",A case study for finding out whether a restricted English grammar can be applied in the automotive context in order to support automatic consistency checking
76,1,1,0,1,0,147,2,1,3,REFSQ,2011,14,No,Mixed,Agile Requirements Prioritization: What Happens in Practice and What Is Described in Literature,"Bakalova, Z.; Daneva, M.; Herrmann, A.; Wieringa, R.",A case study for finding out which concepts of agile prioritization are shared in practice and in literature and how they are used to provide guidance for prioritization
93,0,1,2,0,2,145,1,2,3,RE,2011,10,No,Academic,Assessing the accuracy of legal implementation readiness decisions,"Massey, A.K.; Smith, Ben; Otto, P.N.; Anton, A.I.",A case study on the inability of students to assess whether requirements meet their corresponding legal obligations in order to motivate the need for domain experts and the potential utility of legal requirements metrics.
94,0,3,0,0,0,147,3,0,3,RE,2011,10,No,Academic,Logical structure extraction from software requirements documents,"Rauf, R.; Antkiewicz, M.; Czarnecki, K.","A solution for extracting logical structures (e.g., use cases, business rules or functional requirements) from rich-text documents written in  general-purpose editors, such as MS Word in order to enable advanced requirements management features."
95,1,0,2,0,1,146,1,2,3,RE,2011,10,No,Academic,On human analyst performance in assisted requirements tracing: Statistical analysis,"Dekhtyar, A.; Dekhtyar, O.; Holden, J.; Hayes, J.H.; Cuddeback, D.; Wei-Keat Kong","A multi-case study on assisted requirements tracing, a process in which an analyst validates candidate traces produced by an automated requirements tracing tool."
97,0,1,2,0,0,147,1,2,3,RE,2011,10,No,Academic,Simulating and optimising design decisions in quantitative goal models,"Heaven, W.; Letier, E.",A method for simulating quantitative goal models in order to estimate the levels of goal satisfaction contributed by alternative system designs and optimize the system design.
107,1,2,0,0,0,147,3,0,3,RE,2011,6,Yes,Academic,Disambiguation of industrial standards through formalization and graphical languages,"Dietsch, D.; Arenis, S.F.; Westphal, B.; Podelski, A.","An experience report on using traditional requirements engineering techniques, formal methods, and visual narratives to disambiguate natural language safety requirements of industrial standards."
109,0,2,1,0,1,146,2,1,3,RE,2011,10,No,Academic,On the joint use of i* with other modelling frameworks: A vision paper,"Franch, X.; Mate, A.; Trujillo, J.C.; Cares, C.",A discussion on the joint usage of i* goal models with other modeling frameworks in order to combine the advantages of goal-oriented RE with other paradigms
110,1,1,1,0,2,145,2,1,3,RE,2011,10,No,Academic,Out of the labyrinth: Leveraging other disciplines for requirements traceability,"Gotel, O.C.Z.; Morris, S.J.",A discussion of the concepts of tracing across multiple disciplines in order to illustrate how existing practices in requirements tracing could be leveraged.
119,1,2,0,0,1,146,3,0,3,REFSQ,2012,17,No,Academic,Providing Software Product Line Knowledge to Requirements Engineers - A Template for Elicitation Instructions,"Adam, S.",A template for systematically deriving requirements elicitation instructions in Application Engineering processes in order to elicit requirements more effectively
120,0,2,1,0,0,147,2,1,3,REFSQ,2012,16,No,Academic,A systematic literature review on service description methods,"Teka, A.Y.; Condori-Fernandez, N.; Sapkota, B.",A literature study on understanding the strengths and weaknesses of service description methods in order to allow developers selecting an appropriate description method that fits best their services
132,0,0,2,1,1,146,0,3,3,RE,2012,10,No,Academic,Privacy arguments: Analysing selective disclosure requirements for mobile applications,"Thein Than Tun; Bandara, A.K.; Price, B.A.; Yijun Yu; Haley, C.; Omoronyia, I.; Nuseibeh, B.","A method for individual users to express privacy preferences, which are then used to reason about privacy for each user in different contexts."
148,0,3,0,0,0,147,3,0,3,RE,2012,10,No,Academic,How do software architects consider non-functional requirements: An exploratory study,"Ameller, D.; Ayala, C.; Cabot, J.; Franch, X.",An interview-based study with practitioners on how software architects deal with non-functional requirements in order to increase knowledge about the state of the practice.
152,0,2,1,0,0,147,2,1,3,RE,2012,6,Yes,Mixed,The use of a requirements modeling language for industrial applications,"Berenbach, B.; Schneider, F.; Naughton, H.",An experience report on applying a visual requirements modeling language that mitigates some of the weaknesses of UML in describing requirements.
153,1,1,1,0,0,147,2,1,3,RE,2012,10,No,Academic,Managing changing compliance requirements by predicting regulatory evolution,"Maxwell, J.C.; Anton, A.I.; Swire, P.",A method for predicting what areas of a proposed legal rule are most likely to evolve in order to allow engineers to begin building their software towards the more stable sections of the rule.
159,0,3,0,0,0,147,3,0,3,RE,2012,10,No,Academic,The quest for Ubiquity: A roadmap for software and systems traceability research,"Gotel, O.; Cleland-Huang, J.; Hayes, J.H.; Zisman, A.; Egyed, A.; Grunbacher, P.; Antoniol, G.","A discussion on the state of the art in traceability, the grand challenge for traceability, and future directions for the field in order to increase the pervasiveness in industry."
160,0,1,2,0,0,147,1,2,3,RE,2012,10,No,Academic,A probabilistic framework for goal-oriented risk analysis,"Cailliau, A.; van Lamsweerde, A.",A method for annotating goals and assessing obstacles with probability measures in order to increase requirements completeness.
166,0,2,1,0,0,147,2,1,3,ESEM,2012,10,Yes,Mixed,How can open source software development help requirements management gain the potential of open innovation: an exploratory study,"Wnuk, Krzysztof and Pfahl, Dietmar and Callele, David and Karlsson, Even-Andre",An interview-based study with practitioners for understanding the adjustment of requirement management practices after the adoption of open source software in order to facilitate open innovation
173,0,1,2,0,1,146,1,2,3,ICSE,2013,10,No,Academic,The role of domain knowledge and cross-functional communication in socio-technical coordination,"Daniela Damian, Remko Helms, Irwin Kwan, Sabrina Marczak, Benjamin Koelewijn",A multi-case study on how information flows between different human roles in software projects with contrasting distributions of domain knowledge and different communication structures.
175,0,0,2,1,0,147,0,3,3,ICSE,2013,10,No,Academic,Engineering adaptive privacy: on the role of privacy awareness requirements,"Inah Omoronyia, Luca Cavallaro, Mazeiar Salehie, Liliana Pasquale, Bashar Nuseibeh","A framework for supporting the selective disclosure of personal information according to context information (time, location, …) gathered at runtime in order to continuously satisfy privacy requirements"
176,0,1,2,0,0,147,1,2,3,ICSE,2013,10,No,Academic,Departures from optimality: understanding human analyst's information foraging in assisted requirements tracing,"Nan Niu, Anas Mahmoud, Zhangji Chen, Gary Bradshaw",An experiment with students to understand how requirements analysts seek and gather information when linking requirements to other software artifacts
182,1,0,2,0,0,147,1,2,3,ESEC/FSE,2013,10,No,Academic,Incrementally synthesizing controllers from scenario-based product line specifications,"Joel Greenyer, Christian Brenner, Maxime Cordy, Patrick Heymans, Erika Gressi",A technique for both analyzing specifications of a product line to ensure that it is realizable and automatically synthesizing software components that show which sequences of actions the system can do to implement the specification
185,1,1,1,0,0,147,2,1,3,REFSQ,2013,15,No,Academic,Highlighting Stakeholder Communities to Support Requirements Decision-making,"Azmeh, Z.; Mirbel, I.; Crescenzo, P.",A method for identifying relevant groups of stakeholders in order to to enable facilitated decision-making and handling of requirements
197,0,1,2,0,1,146,1,2,3,REFSQ,2013,15,No,Academic,Requirements Engineering Meets Physiotherapy: An Experience with Motion-Based Games,"Pasquale, L.; Spoletini, P.; Pometto, D.; Blasi, F.; Redaelli, T.",A method for eliciting and modeling requirements for motion-based games for physiotherapy in order to guide the patients in performing the right movements for their rehabilitation
202,1,0,1,1,0,147,1,2,3,REFSQ,2013,16,No,Academic,Regulatory Requirements Traceability and Analysis Using Semi-formal Specifications,"Breaux, T.D.; Gordon, D.G.",A method for expressing legal requirements in order to overcome significant challenges in managing the many laws that govern their systems in a multi-jurisdictional environment
205,1,2,0,0,0,147,3,0,3,REFSQ,2013,15,No,Academic,Risk identification at the interface between business case and requirements,"Callele, D.; Penzenstadler, B.; Wnuk, K.",A case study for understanding the root causes of failed software projects in order to identify risk areas and provide practical guidance to practitioners
218,2,1,0,0,0,147,3,0,3,RE,2013,6,Yes,Mixed,Requirements clinic: Third party inspection methodology and practice for improving the quality of software requirements specifications,"Saito, S.; Takeuchi, M.; Hiraoka, M.; Kitani, T.; Aoyama, M.",A method for systematically inspecting requirements specifications in order to increase their quality
225,0,2,1,0,0,147,2,1,3,RE,2013,10,No,Academic,"A mode-based pattern for feature requirements, and a generic feature interface","Dietrich, D.; Atlee, J.M.","A method for decomposing and structuring the behavioural requirements of a feature based on modes of operation (e.g., Active, Inactive, Failed) in order to provide a generic behavioural interface for features."
231,1,1,1,0,0,147,2,1,3,RE,2013,6,Yes,Mixed,Using defect taxonomies for requirements validation in industrial projects,"Felderer, M.; Beer, A.",A method for using defect taxonomies in order to improve requirements reviews and testing.
245,1,0,2,0,0,147,1,2,3,ICSE,2014,10,No,Academic,"Us and them: a study of privacy requirements across north america, asia, and europe","Swapneel Sheth, Gail E. Kaiser, Walid Maalej",An online survey with practitioners and academics on how users and developers from various geographical locations perceive privacy and which concrete measures would mitigate their privacy concerns
247,0,2,0,1,2,145,2,1,3,ICSE,2014,10,No,Academic,"Uncertainty, risk, and information value in software requirements and architecture","Emmanuel Letier, David Stefan, Earl T. Barr",A method for describing uncertainty about the impact of design alternatives on stakeholders' goals and calculate the consequences of such uncertainty
253,1,1,0,1,0,147,2,1,3,REFSQ,2014,15,No,Academic,Requirements-driven social adaptation: expert survey,"Almaliki, M.; Faniyi, F.; Bahsoon, R.; Phalp, K.; Ali, R.","A online survey with researchers and academics for identifying benefits, domain areas, and challenges for social adaptation."
254,0,1,2,0,0,147,1,2,3,REFSQ,2014,15,No,Academic,Systematic elaboration of compliance requirements using compliance debt and portfolio theory,"Ojameruaye, B.; Bahsoon, R.",A method for systematically managing obstacles and refining compliance goals in order to support the elaboration of compliance requirements.
266,0,1,2,0,0,147,1,2,3,REFSQ,2014,15,No,Mixed,(Semi-) automatic Categorization of Natural Language Requirements,"Knauss, E.; Ott, D.",A case study for comparing different approaches to categorization of natural language requirements in order to understand the best way to achieve effective communication and prioritization
308,0,3,0,0,0,147,3,0,3,RE,2014,7,Yes,Industry,Product knowledge configurator for requirements gap analysis and customizations,"Anish, P.R.; Ghaisas, S.",An experience report on representing and reusing product knowledge for product customization in order to identify requirements for product variants.
316,1,1,1,0,0,147,2,1,3,ESEM,2014,8,Yes,Mixed,Evaluation in practice: artifact-based requirements engineering and scenarios in smart mobility domains,"Lampasona, Constanza and Diebold, Philipp and Eckhardt, Jonas and Schneider, Rolf",An online survey with practitioners and academics for validating the acceptance and impact of an approach based on artifacts and scenarios
318,0,2,1,0,0,147,2,1,3,ESEM,2014,8,Yes,Mixed,Industrial evaluation of the impact of quality-driven release planning,"Felderer, Michael and Beer, Armin and Ho, Jason and Ruhe, Guenther",A case study for including quality requirements in a software release planning technique in order to demonstrate the benefits in terms of release time and product scope
321,0,3,0,0,0,147,3,0,3,ICSE,2015,10,No,Academic,Symbolic Model Checking of Product-Line Requirements Using SAT-Based Methods,"Shoham Ben-David, Baruch Sterin, Joanne M. Atlee, Sandy Beidu",A method for the efficient model-based verification of product line requirements in order to detect and correct requirement errors early.
330,1,1,1,0,0,147,2,1,3,REFSQ,2015,17,No,Academic,A Systematic Literature Review of Requirements Prioritization Criteria,"Riegel, N.; Doerr, J.",A literature study for identifying and categorizing prioritization criteria in order to customize prioritization criteria to a particular project situation.
339,1,2,0,0,0,147,3,0,3,REFSQ,2015,15,No,Academic,How Artifacts Support and Impede Requirements Communication,"Liskin, O.",An interview-based study with practitioners for understanding how practitioners in various roles use requirements artifacts in order to support better requirements communication.
346,1,1,1,0,0,147,2,1,3,RE,2015,10,No,Academic,Detecting repurposing and over-collection in multi-party privacy requirements specifications,"Breaux, T.D.; Smullen, D.; Hibshi, H.",A method for analyzing privacy properties in service-oriented architectures based on a data flow model in order to reduce privacy and security risks when integrating third-party services.
348,0,2,1,0,0,147,2,1,3,RE,2015,10,No,Academic,Assessment of risk perception in security requirements composition,"Hibshi, H.; Breaux, T.D.; Broomell, S.B.",A study based on an online-survey on how changes to security requirements affect analysts' risk perceptions in order to understand how the analysts perceive risks in composed systems.
354,1,2,0,0,0,147,3,0,3,RE,2015,10,No,Mixed,What you ask is what you get: Understanding architecturally significant functional requirements,"Anish, P.R.; Daneva, M.; Cleland-Huang, J.; Wieringa, R.J.; Ghaisas, S.",An interview-based study for identifying categories of probing questions in order to prompt business analysts to elicit architecturally significant functional requirements.
355,0,1,2,0,2,145,1,2,3,RE,2015,10,No,Academic,Goal and Preference Identification through natural language,"Alabdulkareem, F.; Cercone, N.; Liaskos, S.",A solution for specifying preferences over goals through natural language statements in order to the comparison of alternatives during the specification process.
380,0,0,3,0,2,145,0,3,3,FSE,2016,13,No,Academic,On-the-Fly Decomposition of Specifications in Software Model Checking,"Sven Apel, Dirk Beyer, Vitaly Mordan, Vadim Mutilin and Andreas Stahlbauer",A method for automatically decomposing on-the-fly formal specifications and verify them seamlessly in order to support industrial-scale applicability of formal verification techniques.
381,0,2,0,1,0,147,2,1,3,FSE,2016,13,No,Academic,Keep it SIMPLEX: Satisfying Multiple Goals with Guarantees in Control-Based Self-Adaptive Systems,Stepan Shevtsov and Danny Weyns,A method for runtime self-adaptation ensuring the satisfaction of multiple goals while simultaneously reaching optimality to an additional goal and achieving robustness to environmental disturbances.
388,0,2,1,0,1,146,2,1,3,REFSQ,2016,17,No,Academic,Evaluating the Interpretation of Natural Language Trace Queries,"Sugandha Lohar, Jane Cleland-Huang, Alexander Rasin",A multi-experiment with students for comparing the accuracy and performance of different query representation techniques in order to improve the ability to provide critical feedback to users making queries.
409,2,1,0,0,0,147,3,0,3,RE,2016,7,Yes,Industry,Listens Learned (8 Lessons Learned Applying EARS),"Alistair Mavin, Philip Wilkinson, Sarah Gregory and Eero Uusitalo",A multi-case study with practitioners on the lessons learned using a set of templates for requirements written in natural language during six years.
414,0,1,2,0,2,145,1,2,3,RE,2016,10,No,Mixed,Mining Requirements Knowledge from Collections of Domain Documents,"Xiaoli Lian, Mona Rahimi, Jane Cleland-Huang, Li Zhang, Remo Ferrari and Michael Smith",A process for automatically discovering requirements knowledge from large sets of domain documents in order to assist organizations in entering new domains.
419,0,2,1,0,0,147,2,1,3,RE,2016,10,No,Mixed,Advancing Repeated Research in Requirements Engineering: A Theoretical Replication of Viewpoint Merging,"Nan Niu, Amy Koshoffer, Linda Newman, Charu Khatwani, Chatura Samarasinghe and Juha Savolainen",An experiment with students for validating that modeling separately the stakeholder viewpoints and then explicitly merging them leads to a richer domain understanding than constructing a single coherent requirements model.
425,0,1,1,1,0,147,1,2,3,RE,2016,10,No,Academic,Software Feature Request Detection in Issue Tracking Systems,"Thorsten Merten, Matúš Falis, Paul Hübner, Thomas Quirchmayr, Simone Bürsner and Barbara Paech",An analysis of the adequacy of different natural language processing techniques and machine learning features for identifying software feature requests in issue tracking systems.
42,1,0,1,0,0,148,1,1,2,RE,2010,10,No,Academic,"Techne: Towards a New Generation of Requirements Modeling Languages with Goals, Preferences, and Inconsistency Handling","Jureta, I.J.; Borgida, A.; Ernst, N.A.; Mylopoulos, J.",A modeling language for specifying the system and finding criteria to compare candidate solutions at the early phases of requirements engineering
54,1,1,0,0,2,146,2,0,2,RE,2010,6,Yes,Mixed,Using i* Modelling as a Bridge between Air Traffic Management Operational Concepts and Agent-based Simulation Analysis,"Lockerbie, James; Bush, D.; Maiden, N.; Blom, H.; Everdij, M.",An experience report on the use of a requirements modeling language that relate informal operational concepts with formal simulation models in order to provide reasoning capabilities to such operational concepts
55,0,1,1,0,0,148,1,1,2,RE,2010,6,Yes,Mixed,Persuading Software Development Teams to Document Inspections: Success Factors and Challenges in Practice,"Komssi, M.; Kauppinen, M.; Pyha&#x0308;ja&#x0308;rvi, M.; Talvio, J.; Mannisto, T.",A case study for identifying success factors and challenges involved in persuading review teams to document inspections in order to improve defect discovering
67,1,0,1,0,0,148,1,1,2,ESEC/FSE,2011,10,No,Academic,Using an SMT solver for interactive requirements prioritization,"Francis Palma, Angelo Susi, Paolo Tonella","A method for prioritizing requirements considering several requirements characteristics, such as stakeholder preferences, technical constraints, implementation costs and user perceived value"
74,1,1,0,0,0,148,2,0,2,REFSQ,2011,14,No,Mixed,Supporting Requirements Engineers in Recognising Security Issues,"Knauss, E.; Houmb, S.; Schneider, K.; Islam, S.; Jurjens, J.",A method for identifying security-relevant requirements integrated in a workflow of requirements analysis in order to increase security awareness within the software development process
112,0,0,2,0,0,148,0,2,2,ESEM,2011,10,No,Academic,An Experimental Evaluation of the Impact of System Sequence Diagrams and System Operation Contracts on the Quality of the Domain Model,"Briand, Lionel and Labiche, Yvan and Madrazo-Rivera, Reymes",A set of four experiments with students on the impact of System Sequence Diagrams and System Operation Contracts in order to assess the quality of the system domain model
123,1,1,0,0,0,148,2,0,2,REFSQ,2012,16,No,Academic,Which Traceability Visualization Is Suitable in This Context? A Comparative Study,"Yang Li; Maalej, W.","A study with practitioners, researchers and students based on an experiment and interviews for understanding in which context do common traceability visualization techniques fit better and what information to visualize"
133,0,2,0,0,0,148,2,0,2,RE,2012,6,Yes,Industry,Requirements reuse at Danfoss,"Hauksdottir, D.; Vermehren, A.; Savolainen, J.",An experience report on two requirements reuse strategies applied in one company in order to compare savings in reduced effort by reusing common requirements.
136,0,0,2,0,0,148,0,2,2,RE,2012,6,Yes,Industry,Requirements Composition Table explained,"Chernak, Y.","A discussion of Requirements Composition Tables (RCTs), which structure an application's functionality by core features and crosscutting concerns in order to explain this concept to practitioners and discuss its benefits"
157,1,1,0,0,0,148,2,0,2,RE,2012,10,No,Industry,Resolving uncertainty in automotive feature interactions,"Arora, S.; Sampath, P.; Ramesh, S.",A solution for identifying and resolving feature interactions at the level of requirements specifications in order to detect undesirable behavior earlier in the development life-cycle.
158,0,1,1,0,0,148,1,1,2,RE,2012,10,No,Mixed,A feature-oriented requirements modelling language,"Shaker, P.; Atlee, J.M.; Shige Wang",A modelling language for modelling the behavioural requirements of a software product line in order to ease the task of adding new features to a set of existing requirements.
181,2,0,0,0,1,147,2,0,2,ESEC/FSE,2013,10,No,Academic,Improving trace accuracy through data-driven configuration and composition of tracing features,"Sugandha Lohar, Sorawit Amornborvornwong, Andrea Zisman, Jane Cleland-Huang",A method for recovering traceability links between software artifacts that can be configured at runtime in order to optimize trace quality
186,0,0,2,0,0,148,0,2,2,REFSQ,2013,14,No,Mixed,Adjusting to Increasing Product Management Problems: Challenges and Improvement Proposals in One Software Company,"Jantunen, S.; Hietaranta, K.; Gause, D.C.",A case study on understanding software product management challenges in order to understand how the evolving management style has affected the way product requirements are managed
188,1,1,0,0,1,147,2,0,2,REFSQ,2013,15,No,Academic,A Survey on Usage Scenarios for Requirements Traceability in Practice,"Bouillon, E.; Ma¨der, P.; Philippow, I.",An interview-based study with practitioners for understanding what traceability usage scenarios are most relevant for practitioners in order to provide a better traceability support.
190,0,2,0,0,1,147,2,0,2,REFSQ,2013,14,No,Academic,Choosing Compliance Solutions through Stakeholder Preferences,"Ingolfo, S.; Siena, A.; Jureta, I.; Susi, A.; Perini, A.; Mylopoulos, J.",A method for selecting a regulatory compliance solution that best suits the stakeholder preferences. 
195,0,0,1,1,0,148,0,2,2,REFSQ,2013,14,No,Industry,Requirements engineering in practice: there is no requirements engineer position,"Herrmann, A.",A document-driven study for analysing RE-related job advertisements in order to determine how practitioners perceive and staff requirements engineers. 
204,0,1,1,0,1,147,1,1,2,REFSQ,2013,14,No,Industry,Automatic requirement categorization of large natural language specifications at Mercedes-Benz for review improvements,"Ott, D.",A case study for analyzing whether requirements with related information spread over many sections of many documents can be automatically classified 
210,1,0,1,0,1,147,1,1,2,RE,2013,10,No,Academic,How cloud providers elicit consumer requirements: An exploratory study of nineteen companies,"Todoran, I.; Seyff, N.; Glinz, M.",An interview-based study on requirements elicitation techniques used by cloud providers in order to clarify challenges related to requirements elicitation posed by the cloud paradigm
229,0,2,0,0,0,148,2,0,2,RE,2013,5,Yes,Mixed,Challenges in balancing the amount of solution information in requirement specifications for embedded products,"Savolainen, J.; Hauksdottir, D.; Mannion, M.",An experience report on factors that affect when having solution information in requirements is sensible and when it should be avoided in order to increase the understanding of practitioners.
239,0,2,0,0,0,148,2,0,2,RE,2013,10,No,Academic,Ongoing software development without classical requirements,"Alspaugh, T.A.; Scacchi, W.","A data-driven study on requirements artifacts and processes in open source systems, where classical software engineering is not employed in order to identify risks of development failures and consequences for system quality."
261,1,1,0,0,0,148,2,0,2,REFSQ,2014,16,No,Academic,INCREMENT: a Mixed MDE-IR Approach for Regulatory Requirements Modeling and Analysis,"Sannier, N.; Baudry, B.","A method for acquiring, modeling and analyzing regulatory requirements in order to conform to regulations on safety-critical system."
263,0,1,1,0,0,148,1,1,2,REFSQ,2014,15,No,Academic,The Effects of Requirements Elicitation Issues on Software Project Performance: An Empirical Analysis,"Sethia, N.K.; Pillai, A.S.",An online survey with practitioners for identifying causal relationships between requirements elicitation issues and project performance in order to strengthen the execution of RE activities and reduce risk on project performance
