PaperID,Title,Authors,Venue,Year,NumberOfPages,AcadVsInd,IndTrack,Summary
346,Detecting repurposing and over-collection in multi-party privacy requirements specifications,"Breaux, T.D.; Smullen, D.; Hibshi, H.",RE,2015,10,Academic,No,A method for analyzing privacy properties in service-oriented architectures based on a data flow model in order to reduce privacy and security risks when integrating third-party services.
347,Exposing the susceptibility of off-nominal behaviors in reactive system requirements,"Aceituna, D.; Hyunsook Do",RE,2015,10,Academic,No,A method for semi-automatically exposing whether the unanticipated behavior of the operational context can result in undesired system states.
348,Assessment of risk perception in security requirements composition,"Hibshi, H.; Breaux, T.D.; Broomell, S.B.",RE,2015,10,Academic,No,A study based on an online-survey on how changes to security requirements affect analysts' risk perceptions in order to understand how the analysts perceive risks in composed systems.
349,Requirements engineering: The quest for the dependent variable,"Holm, H.; Sommestad, T.; Bengtsson, J.",RE,2015,10,Academic,No,A literature study for identifying dependent variables used in experimental requirements engineering research.
350,A requirements monitoring model for systems of systems,"Vierhauser, M.; Rabiser, R.; Grunbacher, P.; Aumayr, B.",RE,2015,10,Academic,No,A model for monitoring the compliance of a System of Systems (SoS) with its requirements at runtime.
351,"Bug report, feature request, or simply praise? On automatically classifying app reviews","Maalej, W.; Nabil, H.",RE,2015,10,Academic,No,A data-driven study for comparing several probabilistic techniques to classify app reviews from app stores in order to assess their accuracy.
352,Ambiguity as a resource to disclose tacit knowledge,"Ferrari, A.; Spoletini, P.; Gnesi, S.",RE,2015,10,Academic,No,A document-driven study for understanding and classifying ambiguity occurring in customer-analyst interviews in order to improve the use of interviews during requirements elicitation.
353,From requirements elicitation to variability analysis using repertory grid: A cognitive approach,"Dey, S.; Seok-Won Lee",RE,2015,10,Academic,No,A method for acquiring the knowledge of various stakeholders along multiple dimensions of problem space and design space in order to elicit the users' requirements in self-adaptive systems.
354,What you ask is what you get: Understanding architecturally significant functional requirements,"Anish, P.R.; Daneva, M.; Cleland-Huang, J.; Wieringa, R.J.; Ghaisas, S.",RE,2015,10,Mixed,No,An interview-based study for identifying categories of probing questions in order to prompt business analysts to elicit architecturally significant functional requirements.
355,Goal and Preference Identification through natural language,"Alabdulkareem, F.; Cercone, N.; Liaskos, S.",RE,2015,10,Academic,No,A solution for specifying preferences over goals through natural language statements in order to the comparison of alternatives during the specification process.
356,The need of complementing plan-driven requirements engineering with emerging communication: Experiences from Volvo Car Group,"Eliasson, U.; Heldal, R.; Knauss, E.; Pelliccione, P.",RE,2015,10,Mixed,Yes,An interview-based study with practitioners on the flow of requirements in the process of automotive software development and strategies to refine requirements iteratively throughout their life-cycle.
357,Using the requirements specification to infer the implicit test status of requirements,"Morciniec, T.; Podelski, A.",RE,2015,10,Mixed,Yes,A method for inferring the test status of requirements based on the test status of structurally related requirements in order to better assess the quality of the system.
358,A quality model for the systematic assessment of requirements traceability,"Rempel, P.; Mader, P.",RE,2015,10,Academic,No,A solution for determining the quality of trace links and detecting unacceptable deviations in order to support the systematic assessment of a project's traceability.
359,Experience requirements in video games definition and testability,"Callele, D.; Dueck, P.; Wnuk, K.; Hynninen, P.",RE,2015,10,Mixed,Yes,"An experience report on challenges in creating testable experience requirement for entertainment applications (e.g., games)."
360,Understanding changes in use cases: A case study,"Basirati, M.R.; Femmer, H.; Eder, S.; Fritzsche, M.; Widera, A.",RE,2015,10,Mixed,Yes,A case study for investigating which changes requirements engineers perform on use cases over time and which of them are more problematic in difficulty or risk in order to understand the maintainability of use cases.
361,Change impact analysis for Natural Language requirements: An NLP approach,"Arora, C.; Sabetzadeh, M.; Goknil, A.; Briand, L.C.; Zimmer, F.",RE,2015,10,Mixed,No,A solution for calculating how likely a natural-language requirement statement is to be impacted by a change in order to automatically analyze how a change to one requirement impacts other ones.
362,Systematic elicitation of mode models for multifunctional systems,"Vogelsang, A.; Femmer, H.; Winkler, C.",RE,2015,10,Mixed,Yes,A method for eliciting a model of all operational states of a system in order to ease the specification of features based on these operational states.
363,Resolving goal conflicts via argumentation-based analysis of competing hypotheses,"Murukannaiah, P.K.; Kalia, A.K.; Telangy, P.R.; Singh, M.P.",RE,2015,10,Mixed,No,A method for capturing inconsistencies between stakeholders' goals and beliefs and resolving goal conflicts.
364,Agile requirements engineering with prototyping: A case study,"Kapyaho, M.; Kauppinen, M.",RE,2015,10,Mixed,Yes,"A case study on prototyping in an agile RE project in order to examine the potential to solve the challenges of agile RE, especially the lack of documentation, the motivation for RE work, and poor quality communication."
365,The myth of bad passive voice and weak words an empirical investigation in the automotive industry,"Krisch, J.; Houdek, F.",RE,2015,8,Industry,Yes,A document-driven study in the industry on the use of passive voice and weak words in requirements showing that passive voice is almost never problematic.
366,Sketching and notation creation with FlexiSketch Team: Evaluating a new means for collaborative requirements elicitation,"Wuest, D.; Seyff, N.; Glinz, M.",RE,2015,10,Academic,No,An experiment with students and practitioners on the use of a mobile tool for model-based sketching of free-form diagrams allowing for the definition and reuse of diagramming notations on the fly in order to assess the usefulness of the tool.
367,An information theoretic approach for extracting and tracing non-functional requirements,"Mahmoud, A.",RE,2015,10,Academic,No,A solution for automatically extracting and tracking non-functional requirements from the textual content of requirements specifications.
368,Requirements problems in the development of a new user interface for healthcare equipment,"Holmegaard, M.; Jorgensen, J.B.; Loft, M.S.; Stissing, M.S.",RE,2015,9,Industry,Yes,An experience report on a failed project in which the customer eventually decided to take over the development themselves in order to investigate requirements-related root causes for such decision.
369,Does Quality of Requirements Specifications Matter? Combined Results of Two Empirical Studies,"Mund, Jakob and Fernandez, Daniel Mendez and Femmer, Henning and Eckhardt, Jonas",ESEM,2015,10,Academic,No,A set of two empirical studies (online survey to practitioners and experiment with students) on the creation and use of software requirement specifications in companies and the impact of their quality in subsequent development activities.
370,Visualizing the Effects of Requirements Evolution,"Shinobu Saito, Yukako Iimura, Hirokazu Tashiro, Aaron Massey, Annie Antón",ICSE,2016,10,Mixed,Yes,A case study on the effectiveness of a particular method to visually represent requirements evolution histories.
371,"Are ""Non-functional"" Requirements Really Non-functional? An Investigation of Non-functional Requirements in Practice","Jonas Eckhardt, Andreas Vogelsang, Daniel Méndez Fernández",ICSE,2016,10,Academic,No,A document-driven study on the differences between documented non-functional and functional requirements in industrial requirements specifications in order to assess how sharp this distinction is in practice.
372,Probing for Requirements Knowledge to Stimulate Architectural Thinking,"Preethu Rose Anish, Balaji Balasubramaniam, Abhishek Sainani, Jane Cleland-Huang, Maya Daneva, Roel J. Wieringa, Smita GhaisasIndia",ICSE,2016,10,Mixed,No,An interview-based study on reusable probing questions used to gather information for architectural decision-making in order to equip business analysts with these questions.
373,Risk-Driven Revision of Requirements Models,"Dalal Alrajeh, Axel Van Lamsweerde, Jeff Kramer, Alessandra Russo, Sebastian Uchitel",ICSE,2016,10,Academic,No,A method to automatically revise goals that may be underspecified or partially wrong to resolve obstructions in a given domain.
374,"Discovering ""Unknown Known"" Security Requirements","Awais Rashid, Syed Asad Ali Naqvi, Rajiv Ramdhany, Matthew Edwards, Ruzanna Chitchyan, M. Ali Babar",ICSE,2016,10,Academic,No,A method to discover security requirements in continuously evolving threat landscapes which lead to new tacit knowledge that is embedded in or across a variety of security incidents.
375,Sustainability Design in Requirements Engineering: State of Practice,"Ruzanna Chitchyan, Christoph Becker, Stefanie Betz, Leticia Duboc, Birgit Penzenstadler, Norbert Seyff, Colin C. Venters",ICSE,2016,10,Academic,No,An interview-based study to explore requirements engineering practitioners' perceptions and attitudes towards sustainability.
376,Facing the Challenges of Teaching Requirements Engineering,"Roxana Portugal, Priscila Engiel, Joanna Pivatelli, Julio Cesar Sampaio Do Prado Leite",ICSE,2016,10,Academic,No,An experience report on teaching requirements engineering for undergraduate students.
377,Automated Change Impact Analysis between SysML Models of Requirements and Design,"Shiva Nejati, Mehrdad Sabetzadeh, Chetan Arora, Lionel Briand, Felix Mandoux",FSE,2016,12,Mixed,No,A method for automatically identifying the impact of requirements changes to system design using SysML.
378,Gray Links in the Use of Requirements Traceability,"Nan Niu, Wentao Wang, Arushi Gupta",FSE,2016,12,Academic,No,An experiment with students for analyzing different software engineering tasks that affect the tracing of the same requirement.
379,Lightweight Specification and Analysis of Dynamic Systems with Rich Configurations,"Nuno Macedo, Julien Brunel, David Chemouil, Alcino Cunha and Denis Kuperberg",FSE,2016,11,Academic,No,A specification language for modeling both rich configurations and expressive temporal properties in order to make formal verification of systems involving these properties.
380,On-the-Fly Decomposition of Specifications in Software Model Checking,"Sven Apel, Dirk Beyer, Vitaly Mordan, Vadim Mutilin and Andreas Stahlbauer",FSE,2016,13,Academic,No,A method for automatically decomposing on-the-fly formal specifications and verify them seamlessly in order to support industrial-scale applicability of formal verification techniques.
381,Keep it SIMPLEX: Satisfying Multiple Goals with Guarantees in Control-Based Self-Adaptive Systems,Stepan Shevtsov and Danny Weyns,FSE,2016,13,Academic,No,A method for runtime self-adaptation ensuring the satisfaction of multiple goals while simultaneously reaching optimality to an additional goal and achieving robustness to environmental disturbances.
382,Titanium: Efficient Analysis of Evolving Alloy Specifications,Hamid Bagheri and Sam Malek,FSE,2016,12,Academic,No,A method for on-line analysis of formal specifications able to cope efficiently with the evolution of such specifications in order to support adoption of such techniques in industrial contexts.
383,Mining Performance Specifications,Marc Brünink and David Rosenblum,FSE,2016,11,Academic,No,A method for mining performance specifications from running systems that allow performance regression testing and performance monitoring.
384,Risk-Aware Multi-stakeholder Next Release Planning Using Multi-objective Optimization,"Antônio Mauricio Pitangueira, Paolo Tonella, Angelo Susi, Rita Suzana Pitangueira Maciel, Márcio de Oliveira Barros",REFSQ,2016,16,Academic,No,A method for deciding the plan for the next software release considering the risk of different perceptions of value and different revenues associated with multiple (groups of) stakeholders.
385,Goal-Based Decision Making - Using Goal-Oriented Problem Structuring and Evaluation Visualization for Multi Criteria Decision Analysis,"Qin Ma, Sybren de Kinderen",REFSQ,2016,17,Academic,No,A method for integrating goal-oriented requirements engineering and multi-criteria decision making for problem modeling and analysis.
386,Do Information Retrieval Algorithms for Automated Traceability Perform Effectively on Issue Tracking System Data?,"Thorsten Merten, Daniel Krämer, Bastian Mager, Paul Schell, Simone Bürsner, Barbara Paech",REFSQ,2016,18,Academic,No,A data-driven study on the performance of a set of information retrieval algorithms for computing traceability in issue tracking systems.
387,How Firms Adapt and Interact in Open Source Ecosystems: Analyzing Stakeholder Influence and Collaboration Patterns,"Johan Linåker, Patrick Rempel, Björn Regnell, Patrick Mäder",REFSQ,2016,19,Academic,No,A case study on understanding how stakeholder influence and collaboration patterns evolve over time and how innovation and time-to-market evolve over the same period of time.
388,Evaluating the Interpretation of Natural Language Trace Queries,"Sugandha Lohar, Jane Cleland-Huang, Alexander Rasin",REFSQ,2016,17,Academic,No,A multi-experiment with students for comparing the accuracy and performance of different query representation techniques in order to improve the ability to provide critical feedback to users making queries.
389,Indicators for Open Issues in Business Process Models,"Ralf Laue, Wilhelm Koop, Volker Gruhn",REFSQ,2016,15,Academic,No,A method for searching certain classes of potential problems in business process models related to their incompleteness of the ambiguity of their labels.
390,Automated Classification of Legal Cross References Based on Semantic Intent,"Nicolas Sannier, Morayo Adedjouma, Mehrdad Sabetzadeh, Lionel C. Briand",REFSQ,2016,16,Academic,No,A method for classifying automatically legal cross references across several provisions which refer to a single compliance requirement.
391,Requirements Defects over a Project Lifetime: An Empirical Analysis of Defect Data from a 5-Year Automotive Project at Bosch,"Vincent Langenfeld, Amalinda Post, Andreas Podelski",REFSQ,2016,16,Mixed,No,"A case study on measuring the frequency of eight types of requirements defects (e.g., incompleteness) and refining them according to nine possible defect sources (e.g., wording)."
392,Gamified Requirements Engineering: Model and Experimentation,"Philipp Lombriser, Fabiano Dalpiaz, Garm Lucassen, Sjaak Brinkkemper",REFSQ,2016,17,Academic,No,"A model for relating gamification, stakeholder engagement and RE performance in agile processes in order to increase stakeholder engagement adequately in each RE phase."
393,Documenting Relations Between Requirements and Design Decisions: A Case Study on Design Session Transcripts,"Tom-Michael Hesse, Barbara Paech",REFSQ,2016,17,Academic,No,A data-driven study for uncovering detailed relations between requirements and design decisions and demonstrate the effectiveness of a particular documentation approach for decision-related knowledge.
394,The Use and Effectiveness of User Stories in Practice,"Garm Lucassen, Fabiano Dalpiaz, Jan Martijn E. M. van der Werf, Sjaak Brinkkemper",REFSQ,2016,18,Academic,No,A multi-instrument study (survey followed by interviews) with industry on their productivity and the quality of their working documents when using user stories.
395,Customer Involvement in Continuous Deployment: A Systematic Literature Review,"Sezin Gizem Yaman, Tanja Sauvola, Leah Riungu-Kalliosaari, Laura Hokkanen, Pasi Kuvaja, Markku Oivo, Tomi Männistö",REFSQ,2016,16,Academic,No,"A literature review on reported evidence on customer input during continuous deployment in software engineering, including potential benefits, challenges, methods, and tools."
396,Common Threats and Mitigation Strategies in Requirements Engineering Experiments with Student Participants,"Marian Daun, Andrea Salmon, Torsten Bandyszak, Thorsten Weyer",REFSQ,2016,16,Academic,No,A literature study on specific threats to validity in controlled experiments with student participants and on mitigation strategies for these threats.
397,"Lean Development in Design Science Research: Deliberating Principles, Prospects and Pitfalls","Umar Ruhi, Okhaide Akhigbe",REFSQ,2016,15,Academic,No,A conceptual framework for integrating lean principles within design science research phases and outputs exemplified with the planning and execution of software and requirements engineering research projects
398,How Do We Read Specifications? Experiences from an Eye Tracking Study,"Maike Ahrens, Kurt Schneider, Stephan Kiesling",REFSQ,2016,17,Academic,No,An experiment with students on comparing through eye tracking the way specifications are read depending on their presentation format and considering different role perspectives.
399,Model-Based Simulation of Legal Requirements: Experience from Tax Policy Simulation,"Ghanem Soltana, Mehrdad Sabetzadeh and Lionel C. Briand",RE,2016,10,Academic,Yes,A case study for assessing the impact of a real legal change proposal on an existing specification model using model-based simulation techniques.
400,ResDevOps: A Software Engineering Framework for Achieving Long-lasting Complex Systems,"Angelo Furfaro, Teresa Gallo, Alfredo Garro, Domenico Saccà and Andrea Tundis",RE,2016,10,Mixed,Yes,"A process for putting together agile development, DevOps, and innovation management in order to embed technological innovations into the overall system."
401,Requirements Engineering for Health Data Analytics,"Lin Liu, Letong Feng, Zhanqiang Cao and Jingdong Li",RE,2016,10,Academic,Yes,"A state of the art report on the status quo, challenges, findings and possible directions in RE for health data analytics."
402,A Two-Stage Inspection Process for Automotive Software Systems and Its Practical Applications,Akiyuki Takoshima and Mikio Aoyama,RE,2016,10,Mixed,Yes,A method for revising software requirements specifications (SRS) through inspection at two different levels of abstraction in order to assess the SRS quality.
403,TraceBoK: Toward a Software Requirements Traceability Body of Knowledge,"Ana Marcia Debiasi Duarte, Denio Duarte and Marcello Thiry",RE,2016,10,Academic,Yes,A study based on interviews with practitioners and a literature review for building a body of knowledge for traceability in order to assist engineers how to implement traceability in a project.
404,Privacy Requirements: Findings and Lessons Learned in Developing a Privacy Platform,"Mohamad Gharib, Mattia Salnitri, Elda Paja, Paolo Giorgini, Haralambos Mouratidis, Michalis Pavlidis, Jose F. F Ruiz and Sandra Fernandez",RE,2016,10,Mixed,Yes,"An experience report on the process followed to elicit, classify, prioritize, and validate privacy requirements for a privacy platform involving public administration and citizens."
405,Requirements Elicitation and Derivation of Security Policy Templates - An Industrial Case Study,"Manuel Rudolph, Denis Feth, Joerg Doerr and Joerg Spilker",RE,2016,10,Mixed,Yes,A case study for understanding how experts can elicit security demands from stakeholders of the application domain and derive security policy templates.
406,RAMP: Requirements Authors Mentoring Program,John Terzakis and Sarah Gregory,RE,2016,6,Industry,Yes,A training program for assisting requirement authors through a network of trained experts in the context of large projects with dozens of such authors.
407,Experiences in the Development and Usage of a Privacy Requirements Framework,Ian Oliver,RE,2016,10,Industry,Yes,An ontology for describing properties of data and systems that allow to generate and manage privacy requirements in order to integrate the legal and engineering perspectives.
408,Requirements Engineering for Retrofittable Subsea Equiment,"Jason Baker, Patrick Ferraioli, Luis R. Pereira, Abram Hudson, Gregg Barton, Sagar Bhatt, Matt Fritz and Ryan Odegard",RE,2016,10,Industry,Yes,An experience report on applying a tailored INCOSE requirements engineering process to the specificities of retrofittable subsea equipment systems.
409,Listens Learned (8 Lessons Learned Applying EARS),"Alistair Mavin, Philip Wilkinson, Sarah Gregory and Eero Uusitalo",RE,2016,7,Industry,Yes,A multi-case study with practitioners on the lessons learned using a set of templates for requirements written in natural language during six years.
410,Looking into the Crystal Ball: Requirements Evolution over Time,Alicia M. Grubb and Marsha Chechik,RE,2016,10,Academic,No,A method for specifying changes in intentions over time and simulating such changes in order to make trade-off decisions about the evolution of requirements.
411,Stimulating Stakeholders' Imagination: New Creativity Triggers for Eliciting Novel Requirements,"Corentin Burnay, Jennifer Horkoff and Neil Maiden",RE,2016,10,Academic,No,"An online survey on the ability of laypersons, technical professionals, and legal experts to judge the similarity between legal coverage conditions and requirements."
412,Ambiguity Cues in Requirements Elicitation Interviews,"Alessio Ferrari, Paola Spoletini and Stefania Gnesi",RE,2016,10,Academic,No,An interview-based study with practitioners for identifying a set of cues appearing in linguistic expressions that typically lead to ambiguity in order to improve customer-analyst communication.
413,Collaborative Traceability Management: Challenges and Opportunities,"Rebekka Wohlrab, Jan-Philipp Steghöfer, Eric Knauss, Salome Maro and Anthony Anjorin",RE,2016,10,Academic,No,A study based on case studies and interviews with practitioners for identifying challenges involved in collaborative traceability management and how traceability can be used to enable collaboration.
414,Mining Requirements Knowledge from Collections of Domain Documents,"Xiaoli Lian, Mona Rahimi, Jane Cleland-Huang, Li Zhang, Remo Ferrari and Michael Smith",RE,2016,10,Mixed,No,A process for automatically discovering requirements knowledge from large sets of domain documents in order to assist organizations in entering new domains.
415,Nane: Identifying Misuse Cases Using Temporal Norm Enactments,"Ozgur Kafali, Munindar Singh and Laurie Williams",RE,2016,10,Academic,No,A framework for helping analysts in identifying system misuse cases using formal reasoning about social norms in order to avoid data breaches originating from such misuses.
416,Challenging Incompleteness of Performance Requirements by Sentence Pattern,"Jonas Eckhardt,Andreas Vogelsang,Henning Femmer and Philipp Mager",RE,2016,10,Academic,No,A framework for specifying performance requirements based on sentence patterns in order to reduce their level of incompleteness.
417,Supporting Requirements Elicitation by Tool-Supported Video Analysis,"Oliver Karras, Stephan Kiesling and Kurt Schneider",RE,2016,10,Academic,No,A tool for connecting textual notes and video recording when holding requirements elicitation workshops supporting enhanced analysis in order to mitigate the scribe's overload.
418,Goal-Oriented Requirements Engineering: A Systematic Literature Map,"Jennifer Horkoff, Fatma Başak Aydemir, Evellin Cardoso, Tong Li, Alejandro Mate, Elda Paja, Mattia Salnitri, John Mylopoulos, Paolo Giorgini",RE,2016,10,Academic,No,A literature review on the existing approaches in goal-oriented RE in order to provide research directions in this area.
419,Advancing Repeated Research in Requirements Engineering: A Theoretical Replication of Viewpoint Merging,"Nan Niu, Amy Koshoffer, Linda Newman, Charu Khatwani, Chatura Samarasinghe and Juha Savolainen",RE,2016,10,Mixed,No,An experiment with students for validating that modeling separately the stakeholder viewpoints and then explicitly merging them leads to a richer domain understanding than constructing a single coherent requirements model.
420,An Exploratory Study on User Interaction Challenges When Handling Interconnected Requirements Artifacts of Various Sizes,Parisa Ghazi and Martin Glinz,RE,2016,10,Academic,No,An interview-based study with practitioners for knowing the current practices of presenting and manipulating artifacts in documentation tools in order to understand how well these tools support requirements engineers.
421,What Is the Impact of Bad Layout in the Understandability of Social Goal Models for Requirements Engineering?,"Mafalda Santos, Catarina Gralha, Miguel Goulão, João Araújo, Ana Moreira, João Cambeiro",RE,2016,10,Academic,No,An experiment with academics for exploring the impact of violating goal model layout guidelines onto the understandability of the requirements represented in such model.
422,A Needle in a Haystack: What Do Twitter Users Say about Software?,"Emitza Guzman, Rana Alkadhi and Norbert Seyff",RE,2016,10,Academic,No,A data-driven study for understanding the communication about software applications on Twitter and its relevance for RE and software evolution.
423,A Serious Game for Eliciting Social Engineering Security Requirements,Kristian Beckers and Sebastian Pape,RE,2016,10,Academic,No,A method for eliciting security requirements related to the acquisition of information about the system by methods that deeply include non-technical means.
424,Requirements and Test Documentation Management: State of Practice in Fifteen Companies,"Sofija Hotomski, Eya Ben Charrada and Martin Glinz",RE,2016,10,Academic,No,"An interview-based study with practitioners on the current practices for writing, maintaining and linking requirements and acceptance test documentation in agile projects."
425,Software Feature Request Detection in Issue Tracking Systems,"Thorsten Merten, Matúš Falis, Paul Hübner, Thomas Quirchmayr, Simone Bürsner and Barbara Paech",RE,2016,10,Academic,No,An analysis of the adequacy of different natural language processing techniques and machine learning features for identifying software feature requests in issue tracking systems.
426,A Theory of Vagueness and Privacy Risk Perception,"Jaspreet Bhatia, Travis D. Breaux, Joel R. Reidenberg and Thomas B. Norton",RE,2016,10,Academic,No,A model for understanding the implications of privacy requirements vagueness in aligning company's privacy policies with their data practices in order to reduce privacy risks.
427,Requirements Engineering Visualization: A Systematic Literature Review,"Zahra Shakeri Hossein Abad, Mohammad Noaeen and Guenther Ruhe",RE,2016,10,Academic,No,A literature review on the existing approaches in the visualization techniques available in RE.
428,Acquiring Creative Requirements from the Crowd: Understanding the Influences of Individual Personality and Creative Potential in Crowd-RE,"Pradeep Kumar Murukannaiah, Nirav Ajmeri and Munindar Singh",RE,2016,10,Academic,No,A case study on generating and rating ideas from the crowd in order to understand how human personality and creative potential influence requirement acquisition from the crowd.
429,Automated Extraction of Conceptual Models from User Stories via NLP,"Marcel Robeer, Garm Lucassen, Jan Martijn E.M. Van Der Werf, Fabiano Dalpiaz and Sjaak Brinkkemper",RE,2016,10,Academic,No,"A method for automatically deriving conceptual data models from user stories written in natural language in order to create a holistic view of the requirements specification,"
430,Trace++: A Traceability Approach for Agile Software Engineering,Felipe Furtado and Andrea Zisman,RE,2016,10,Academic,No,A method for enlarging traditional traceability approaches with information linking documents generated during traditional and agile methodologies in order to ease the transition to agile development.
431,Managing Requirements Change the Informal Way: When Saying 'No' Is Not an Option,"Waqar Hussain, Didar Zowghi, Tony Clear, Stephen MacDonell and Kelly Blincoe",RE,2016,10,Academic,No,A case study on the need for requirement change control policies and formal processes to coexist with informal requirement change management in globally distributed settings.
432,Detection of Requirement Errors and Faults via a Human Error Taxonomy: A Feasibility Study.,"Wenhua Hu, Jeffrey C. Carver, Vaibhav K. Anu, Gursimran S. Walia and Gary L. Bradshaw",ESEM,2016,10,Academic,No,A taxonomy for classifying requirement errors and for guiding developers to find additional faults based on the type of usual human errors in order to avoid requirement engineers to make the same errors in the future.
433,Diagram Size vs. Layout Flaws: Understanding Quality Factors of UML Diagrams,Harald Störrle,ESEM,2016,10,Academic,No,A data-driven study for understanding the effect of size and layout flaws in the comprehension of several types of UML specification models.
434,Using Eye Tracking to Investigate Reading Patterns and Learning Styles of Software Requirement Inspectors to Enhance Inspection Team Outcome,"Anurag Goswami, Gursimran S. Walia, Mark McCourt and Ganesh Padmanabhan",ESEM,2016,10,Academic,No,An experiment with students for investigating reading patterns and learning styles of software requirement inspectors for in order to enhance inspection team outcome.
435,DIGS: A Framework for Discovering Goals for Security Requirements Engineering,"Maria Riaz, Jonathan Stallings, Munindar P. Singh, John Slankas, Laurie A. Williams",ESEM,2016,10,Academic,No,A framework for supporting a systematic and comprehensive discovery of security goals for a system.
