PaperID,PaperSummary,Tag
327,A set of metrics for assessing and quantifying requirement relations in agile development in order to estimate implementation risk of requirements.,what:domain:organization_agile
328,A case study on the customer challenges and demands on requirements engineering processes in order to bring the customer perspective into outsourced projects.,what:domain:organization_outsourced
328,A case study on the customer challenges and demands on requirements engineering processes in order to bring the customer perspective into outsourced projects.,what:phase:elicitation
329,An industrial study using experiments and focus groups for understanding whether the use of catalogs of threats and security controls affects the actual and perceived effectiveness of a security risk assessment method.,what:challenge:context_uncertainty
329,An industrial study using experiments and focus groups for understanding whether the use of catalogs of threats and security controls affects the actual and perceived effectiveness of a security risk assessment method.,what:challenge:people_subjectivity
329,An industrial study using experiments and focus groups for understanding whether the use of catalogs of threats and security controls affects the actual and perceived effectiveness of a security risk assessment method.,what:information:quality_security
330,A literature study for identifying and categorizing prioritization criteria in order to customize prioritization criteria to a particular project situation.,what:challenge:process_prioritization
331,A case study for evaluating a particular approach to release planning in order to reach the market as early as possible with a competitive level of quality.,what:phase:management
332,A method for analyzing and enforcing security mechanisms on system requirements in order to precisely capture the impact of security in the system.,what:information:quality_security
333,A method for integrating several types of contextual information into a diagrammatic representation in order to improve the validation of functional safety requirements.,what:challenge:process_improving
333,A method for integrating several types of contextual information into a diagrammatic representation in order to improve the validation of functional safety requirements.,what:documentation:diagrams
333,A method for integrating several types of contextual information into a diagrammatic representation in order to improve the validation of functional safety requirements.,what:information:quality_safety
333,A method for integrating several types of contextual information into a diagrammatic representation in order to improve the validation of functional safety requirements.,what:phase:evaluation
334,An experiment with students for assessing an existing availability risk assessment method in order to improve its reliability.,what:challenge:context_uncertainty
334,An experiment with students for assessing an existing availability risk assessment method in order to improve its reliability.,what:challenge:process_improving
334,An experiment with students for assessing an existing availability risk assessment method in order to improve its reliability.,what:phase:analysis
335,A method for the mutual adjustment of conflicting requirements between business and IT perspectives in order to get seamless alignment between these two perspectives.,what:phase:analysis
336,A method for modeling and reasoning about information quality at requirements level in order to avoid low-quality information for critical systems.,what:domain:systemclass_safetycritical
337,A method for semi-automatically translating natural language requirements into a formal language in order to validate natural language requirements,what:challenge:process_automation
337,A method for semi-automatically translating natural language requirements into a formal language in order to validate natural language requirements,what:documentation:naturallanguage
337,A method for semi-automatically translating natural language requirements into a formal language in order to validate natural language requirements,what:phase:evaluation
338,A method for consolidating behavioral requirements and functional design in order to avoid behavioral requirements of the system become outdated.,what:information:systembehavior
339,An interview-based study with practitioners for understanding how practitioners in various roles use requirements artifacts in order to support better requirements communication.,what:challenge:people_communication
339,An interview-based study with practitioners for understanding how practitioners in various roles use requirements artifacts in order to support better requirements communication.,what:documentation:artifacts
340,A method for integrating user feedback involving geographically dispersed stakeholders in order to facilitate forum-based requirements elicitation.,what:challenge:people_communication
340,A method for integrating user feedback involving geographically dispersed stakeholders in order to facilitate forum-based requirements elicitation.,what:phase:elicitation
341,An experiment with practitioners and students on generating creative ideas and requirements in creativity workshops in order to evaluate the effectiveness of different creativity techniques.,what:challenge:people_skills
342,A method for managing uncertainty about estimates of likelihoods of obstacles to goal satisfaction in order to facilitate risk-based methods for RE.,what:challenge:context_uncertainty
342,A method for managing uncertainty about estimates of likelihoods of obstacles to goal satisfaction in order to facilitate risk-based methods for RE.,what:information:goals
343,A method for analyzing feature life cycles in app stores in order to help app developers identify trends and find undiscovered requirements.,what:challenge:content_completeness
343,A method for analyzing feature life cycles in app stores in order to help app developers identify trends and find undiscovered requirements.,what:phase:elicitation
344,"An experience report on practical realities an organization faces in attempting to reuse requirements, including a requirements reuse process, encountered problems, obtained results, and plans for future improvement of the process.",what:challenge:problem
344,"An experience report on practical realities an organization faces in attempting to reuse requirements, including a requirements reuse process, encountered problems, obtained results, and plans for future improvement of the process.",what:challenge:process_improving
344,"An experience report on practical realities an organization faces in attempting to reuse requirements, including a requirements reuse process, encountered problems, obtained results, and plans for future improvement of the process.",what:challenge:process_standardization
344,"An experience report on practical realities an organization faces in attempting to reuse requirements, including a requirements reuse process, encountered problems, obtained results, and plans for future improvement of the process.",what:phase:management
345,A solution for checking 14 quality criteria in user stories that user story writers should strive to conform to in order to turn raw user stories into higher-quality ones.,what:documentation:userstories
346,A method for analyzing privacy properties in service-oriented architectures based on a data flow model in order to reduce privacy and security risks when integrating third-party services.,what:challenge:context_uncertainty
346,A method for analyzing privacy properties in service-oriented architectures based on a data flow model in order to reduce privacy and security risks when integrating third-party services.,what:information:quality_security
347,A method for semi-automatically exposing whether the unanticipated behavior of the operational context can result in undesired system states.,what:challenge:context_uncertainty
347,A method for semi-automatically exposing whether the unanticipated behavior of the operational context can result in undesired system states.,what:challenge:process_automation
348,A study based on an online-survey on how changes to security requirements affect analysts' risk perceptions in order to understand how the analysts perceive risks in composed systems.,what:challenge:context_uncertainty
348,A study based on an online-survey on how changes to security requirements affect analysts' risk perceptions in order to understand how the analysts perceive risks in composed systems.,what:challenge:people_subjectivity
348,A study based on an online-survey on how changes to security requirements affect analysts' risk perceptions in order to understand how the analysts perceive risks in composed systems.,what:information:quality_security
348,A study based on an online-survey on how changes to security requirements affect analysts' risk perceptions in order to understand how the analysts perceive risks in composed systems.,what:phase:management
349,A literature study for identifying dependent variables used in experimental requirements engineering research.,what:general:research
350,A model for monitoring the compliance of a System of Systems (SoS) with its requirements at runtime.,what:challenge:context_regulation
350,A model for monitoring the compliance of a System of Systems (SoS) with its requirements at runtime.,what:phase:management
351,A data-driven study for comparing several probabilistic techniques to classify app reviews from app stores in order to assess their accuracy.,what:domain:sector_mobile
352,A document-driven study for understanding and classifying ambiguity occurring in customer-analyst interviews in order to improve the use of interviews during requirements elicitation.,what:challenge:content_unambiguousness
352,A document-driven study for understanding and classifying ambiguity occurring in customer-analyst interviews in order to improve the use of interviews during requirements elicitation.,what:challenge:people_communication
352,A document-driven study for understanding and classifying ambiguity occurring in customer-analyst interviews in order to improve the use of interviews during requirements elicitation.,what:challenge:process_improving
352,A document-driven study for understanding and classifying ambiguity occurring in customer-analyst interviews in order to improve the use of interviews during requirements elicitation.,what:phase:elicitation
353,A method for acquiring the knowledge of various stakeholders along multiple dimensions of problem space and design space in order to elicit the users' requirements in self-adaptive systems.,what:domain:systemclass_adaptive
353,A method for acquiring the knowledge of various stakeholders along multiple dimensions of problem space and design space in order to elicit the users' requirements in self-adaptive systems.,what:phase:elicitation
354,An interview-based study for identifying categories of probing questions in order to prompt business analysts to elicit architecturally significant functional requirements.,what:information:architecture
354,An interview-based study for identifying categories of probing questions in order to prompt business analysts to elicit architecturally significant functional requirements.,what:information:functional
354,An interview-based study for identifying categories of probing questions in order to prompt business analysts to elicit architecturally significant functional requirements.,what:phase:elicitation
355,A solution for specifying preferences over goals through natural language statements in order to the comparison of alternatives during the specification process.,what:documentation:naturallanguage
355,A solution for specifying preferences over goals through natural language statements in order to the comparison of alternatives during the specification process.,what:information:goals
355,A solution for specifying preferences over goals through natural language statements in order to the comparison of alternatives during the specification process.,what:phase:specification
356,An interview-based study with practitioners on the flow of requirements in the process of automotive software development and strategies to refine requirements iteratively throughout their life-cycle.,what:domain:sector_automotive
357,A method for inferring the test status of requirements based on the test status of structurally related requirements in order to better assess the quality of the system.,what:phase:evaluation
358,A solution for determining the quality of trace links and detecting unacceptable deviations in order to support the systematic assessment of a project's traceability.,what:challenge:content_traceability
359,"An experience report on challenges in creating testable experience requirement for entertainment applications (e.g., games).",what:domain:sector_media
360,A case study for investigating which changes requirements engineers perform on use cases over time and which of them are more problematic in difficulty or risk in order to understand the maintainability of use cases.,what:challenge:context_uncertainty
360,A case study for investigating which changes requirements engineers perform on use cases over time and which of them are more problematic in difficulty or risk in order to understand the maintainability of use cases.,what:documentation:usecases
360,A case study for investigating which changes requirements engineers perform on use cases over time and which of them are more problematic in difficulty or risk in order to understand the maintainability of use cases.,what:phase:management
361,A solution for calculating how likely a natural-language requirement statement is to be impacted by a change in order to automatically analyze how a change to one requirement impacts other ones.,what:challenge:process_automation
361,A solution for calculating how likely a natural-language requirement statement is to be impacted by a change in order to automatically analyze how a change to one requirement impacts other ones.,what:documentation:naturallanguage
361,A solution for calculating how likely a natural-language requirement statement is to be impacted by a change in order to automatically analyze how a change to one requirement impacts other ones.,what:phase:management
362,A method for eliciting a model of all operational states of a system in order to ease the specification of features based on these operational states.,what:phase:elicitation
363,A method for capturing inconsistencies between stakeholders' goals and beliefs and resolving goal conflicts.,what:challenge:content_consistency
363,A method for capturing inconsistencies between stakeholders' goals and beliefs and resolving goal conflicts.,what:challenge:people_subjectivity
363,A method for capturing inconsistencies between stakeholders' goals and beliefs and resolving goal conflicts.,what:information:goals
364,"A case study on prototyping in an agile RE project in order to examine the potential to solve the challenges of agile RE, especially the lack of documentation, the motivation for RE work, and poor quality communication.",what:challenge:people_communication
364,"A case study on prototyping in an agile RE project in order to examine the potential to solve the challenges of agile RE, especially the lack of documentation, the motivation for RE work, and poor quality communication.",what:documentation:prototypes
364,"A case study on prototyping in an agile RE project in order to examine the potential to solve the challenges of agile RE, especially the lack of documentation, the motivation for RE work, and poor quality communication.",what:domain:organization_agile
365,A document-driven study in the industry on the use of passive voice and weak words in requirements showing that passive voice is almost never problematic.,what:documentation:naturallanguage
366,An experiment with students and practitioners on the use of a mobile tool for model-based sketching of free-form diagrams allowing for the definition and reuse of diagramming notations on the fly in order to assess the usefulness of the tool.,what:challenge:process_formalization
366,An experiment with students and practitioners on the use of a mobile tool for model-based sketching of free-form diagrams allowing for the definition and reuse of diagramming notations on the fly in order to assess the usefulness of the tool.,what:challenge:process_standardization
366,An experiment with students and practitioners on the use of a mobile tool for model-based sketching of free-form diagrams allowing for the definition and reuse of diagramming notations on the fly in order to assess the usefulness of the tool.,what:documentation:diagrams
367,A solution for automatically extracting and tracking non-functional requirements from the textual content of requirements specifications.,what:challenge:process_automation
367,A solution for automatically extracting and tracking non-functional requirements from the textual content of requirements specifications.,what:documentation:naturallanguage
367,A solution for automatically extracting and tracking non-functional requirements from the textual content of requirements specifications.,what:information:quality_all
367,A solution for automatically extracting and tracking non-functional requirements from the textual content of requirements specifications.,what:phase:specification
368,An experience report on a failed project in which the customer eventually decided to take over the development themselves in order to investigate requirements-related root causes for such decision.,what:challenge:failure
369,A set of two empirical studies (online survey to practitioners and experiment with students) on the creation and use of software requirement specifications in companies and the impact of their quality in subsequent development activities.,what:phase:specification
370,A case study on the effectiveness of a particular method to visually represent requirements evolution histories.,what:challenge:process_visualization
370,A case study on the effectiveness of a particular method to visually represent requirements evolution histories.,what:phase:management
371,A document-driven study on the differences between documented non-functional and functional requirements in industrial requirements specifications in order to assess how sharp this distinction is in practice.,what:information:functional
371,A document-driven study on the differences between documented non-functional and functional requirements in industrial requirements specifications in order to assess how sharp this distinction is in practice.,what:information:quality_all
371,A document-driven study on the differences between documented non-functional and functional requirements in industrial requirements specifications in order to assess how sharp this distinction is in practice.,what:phase:specification
372,An interview-based study on reusable probing questions used to gather information for architectural decision-making in order to equip business analysts with these questions.,what:challenge:process_deciding
372,An interview-based study on reusable probing questions used to gather information for architectural decision-making in order to equip business analysts with these questions.,what:challenge:process_standardization
372,An interview-based study on reusable probing questions used to gather information for architectural decision-making in order to equip business analysts with these questions.,what:information:architecture
373,A method to automatically revise goals that may be underspecified or partially wrong to resolve obstructions in a given domain.,what:challenge:process_automation
373,A method to automatically revise goals that may be underspecified or partially wrong to resolve obstructions in a given domain.,what:information:goals
374,A method to discover security requirements in continuously evolving threat landscapes which lead to new tacit knowledge that is embedded in or across a variety of security incidents.,what:challenge:content_completeness
374,A method to discover security requirements in continuously evolving threat landscapes which lead to new tacit knowledge that is embedded in or across a variety of security incidents.,what:information:quality_security
374,A method to discover security requirements in continuously evolving threat landscapes which lead to new tacit knowledge that is embedded in or across a variety of security incidents.,what:phase:elicitation
374,A method to discover security requirements in continuously evolving threat landscapes which lead to new tacit knowledge that is embedded in or across a variety of security incidents.,what:phase:management
375,An interview-based study to explore requirements engineering practitioners' perceptions and attitudes towards sustainability.,what:challenge:people_subjectivity
375,An interview-based study to explore requirements engineering practitioners' perceptions and attitudes towards sustainability.,what:information:quality_sustainability
376,An experience report on teaching requirements engineering for undergraduate students.,what:challenge:people_skills
377,A method for automatically identifying the impact of requirements changes to system design using SysML.,what:challenge:process_automation
377,A method for automatically identifying the impact of requirements changes to system design using SysML.,what:phase:management
378,An experiment with students for analyzing different software engineering tasks that affect the tracing of the same requirement.,what:challenge:content_traceability
379,A specification language for modeling both rich configurations and expressive temporal properties in order to make formal verification of systems involving these properties.,what:challenge:process_formalization
379,A specification language for modeling both rich configurations and expressive temporal properties in order to make formal verification of systems involving these properties.,what:phase:evaluation
380,A method for automatically decomposing on-the-fly formal specifications and verify them seamlessly in order to support industrial-scale applicability of formal verification techniques.,what:challenge:process_automation
380,A method for automatically decomposing on-the-fly formal specifications and verify them seamlessly in order to support industrial-scale applicability of formal verification techniques.,what:phase:evaluation
381,A method for runtime self-adaptation ensuring the satisfaction of multiple goals while simultaneously reaching optimality to an additional goal and achieving robustness to environmental disturbances.,what:information:goals
381,A method for runtime self-adaptation ensuring the satisfaction of multiple goals while simultaneously reaching optimality to an additional goal and achieving robustness to environmental disturbances.,what:information:quality_reliability
381,A method for runtime self-adaptation ensuring the satisfaction of multiple goals while simultaneously reaching optimality to an additional goal and achieving robustness to environmental disturbances.,what:phase:management
382,A method for on-line analysis of formal specifications able to cope efficiently with the evolution of such specifications in order to support adoption of such techniques in industrial contexts.,what:phase:management
383,A method for mining performance specifications from running systems that allow performance regression testing and performance monitoring.,what:information:quality_performance
383,A method for mining performance specifications from running systems that allow performance regression testing and performance monitoring.,what:phase:evaluation
383,A method for mining performance specifications from running systems that allow performance regression testing and performance monitoring.,what:phase:management
384,A method for deciding the plan for the next software release considering the risk of different perceptions of value and different revenues associated with multiple (groups of) stakeholders.,what:challenge:context_uncertainty
384,A method for deciding the plan for the next software release considering the risk of different perceptions of value and different revenues associated with multiple (groups of) stakeholders.,what:challenge:people_subjectivity
384,A method for deciding the plan for the next software release considering the risk of different perceptions of value and different revenues associated with multiple (groups of) stakeholders.,what:phase:management
385,A method for integrating goal-oriented requirements engineering and multi-criteria decision making for problem modeling and analysis.,what:challenge:problem
385,A method for integrating goal-oriented requirements engineering and multi-criteria decision making for problem modeling and analysis.,what:challenge:process_deciding
385,A method for integrating goal-oriented requirements engineering and multi-criteria decision making for problem modeling and analysis.,what:information:goals
386,A data-driven study on the performance of a set of information retrieval algorithms for computing traceability in issue tracking systems.,what:challenge:content_traceability
386,A data-driven study on the performance of a set of information retrieval algorithms for computing traceability in issue tracking systems.,what:challenge:process_automation
387,A case study on understanding how stakeholder influence and collaboration patterns evolve over time and how innovation and time-to-market evolve over the same period of time.,what:challenge:people_collaboration
387,A case study on understanding how stakeholder influence and collaboration patterns evolve over time and how innovation and time-to-market evolve over the same period of time.,what:phase:management
388,A multi-experiment with students for comparing the accuracy and performance of different query representation techniques in order to improve the ability to provide critical feedback to users making queries.,what:challenge:people_communication
388,A multi-experiment with students for comparing the accuracy and performance of different query representation techniques in order to improve the ability to provide critical feedback to users making queries.,what:challenge:process_improving
389,A method for searching certain classes of potential problems in business process models related to their incompleteness of the ambiguity of their labels.,what:challenge:content_completeness
389,A method for searching certain classes of potential problems in business process models related to their incompleteness of the ambiguity of their labels.,what:challenge:content_unambiguousness
389,A method for searching certain classes of potential problems in business process models related to their incompleteness of the ambiguity of their labels.,what:challenge:problem
389,A method for searching certain classes of potential problems in business process models related to their incompleteness of the ambiguity of their labels.,what:documentation:businessmodels
390,A method for classifying automatically legal cross references across several provisions which refer to a single compliance requirement.,what:challenge:context_regulation
390,A method for classifying automatically legal cross references across several provisions which refer to a single compliance requirement.,what:challenge:process_automation
391,"A case study on measuring the frequency of eight types of requirements defects (e.g., incompleteness) and refining them according to nine possible defect sources (e.g., wording).",what:challenge:content_all
391,"A case study on measuring the frequency of eight types of requirements defects (e.g., incompleteness) and refining them according to nine possible defect sources (e.g., wording).",what:challenge:content_completeness
391,"A case study on measuring the frequency of eight types of requirements defects (e.g., incompleteness) and refining them according to nine possible defect sources (e.g., wording).",what:documentation:naturallanguage
392,"A model for relating gamification, stakeholder engagement and RE performance in agile processes in order to increase stakeholder engagement adequately in each RE phase.",what:challenge:people_collaboration
392,"A model for relating gamification, stakeholder engagement and RE performance in agile processes in order to increase stakeholder engagement adequately in each RE phase.",what:domain:organization_agile
393,A data-driven study for uncovering detailed relations between requirements and design decisions and demonstrate the effectiveness of a particular documentation approach for decision-related knowledge.,what:challenge:process_deciding
393,A data-driven study for uncovering detailed relations between requirements and design decisions and demonstrate the effectiveness of a particular documentation approach for decision-related knowledge.,what:phase:analysis
394,A multi-instrument study (survey followed by interviews) with industry on their productivity and the quality of their working documents when using user stories.,what:documentation:userstories
395,"A literature review on reported evidence on customer input during continuous deployment in software engineering, including potential benefits, challenges, methods, and tools.",what:challenge:people_communication
395,"A literature review on reported evidence on customer input during continuous deployment in software engineering, including potential benefits, challenges, methods, and tools.",what:phase:management
396,A literature study on specific threats to validity in controlled experiments with student participants and on mitigation strategies for these threats.,what:general:research
397,A conceptual framework for integrating lean principles within design science research phases and outputs exemplified with the planning and execution of software and requirements engineering research projects,what:domain:organization_lean
397,A conceptual framework for integrating lean principles within design science research phases and outputs exemplified with the planning and execution of software and requirements engineering research projects,what:general:framework
397,A conceptual framework for integrating lean principles within design science research phases and outputs exemplified with the planning and execution of software and requirements engineering research projects,what:general:research
398,An experiment with students on comparing through eye tracking the way specifications are read depending on their presentation format and considering different role perspectives.,what:challenge:people_skills
399,A case study for assessing the impact of a real legal change proposal on an existing specification model using model-based simulation techniques.,what:challenge:context_regulation
399,A case study for assessing the impact of a real legal change proposal on an existing specification model using model-based simulation techniques.,what:phase:management
400,"A process for putting together agile development, DevOps, and innovation management in order to embed technological innovations into the overall system.",what:domain:organization_agile
401,"A state of the art report on the status quo, challenges, findings and possible directions in RE for health data analytics.",what:domain:sector_health
402,A method for revising software requirements specifications (SRS) through inspection at two different levels of abstraction in order to assess the SRS quality.,what:challenge:content_all
402,A method for revising software requirements specifications (SRS) through inspection at two different levels of abstraction in order to assess the SRS quality.,what:phase:specification
403,A study based on interviews with practitioners and a literature review for building a body of knowledge for traceability in order to assist engineers how to implement traceability in a project.,what:challenge:content_traceability
404,"An experience report on the process followed to elicit, classify, prioritize, and validate privacy requirements for a privacy platform involving public administration and citizens.",what:challenge:process_prioritization
404,"An experience report on the process followed to elicit, classify, prioritize, and validate privacy requirements for a privacy platform involving public administration and citizens.",what:domain:sector_public
404,"An experience report on the process followed to elicit, classify, prioritize, and validate privacy requirements for a privacy platform involving public administration and citizens.",what:information:quality_security
404,"An experience report on the process followed to elicit, classify, prioritize, and validate privacy requirements for a privacy platform involving public administration and citizens.",what:phase:elicitation
404,"An experience report on the process followed to elicit, classify, prioritize, and validate privacy requirements for a privacy platform involving public administration and citizens.",what:phase:evaluation
405,A case study for understanding how experts can elicit security demands from stakeholders of the application domain and derive security policy templates.,what:challenge:process_standardization
405,A case study for understanding how experts can elicit security demands from stakeholders of the application domain and derive security policy templates.,what:information:quality_security
405,A case study for understanding how experts can elicit security demands from stakeholders of the application domain and derive security policy templates.,what:phase:elicitation
406,A training program for assisting requirement authors through a network of trained experts in the context of large projects with dozens of such authors.,what:challenge:people_skills
407,An ontology for describing properties of data and systems that allow to generate and manage privacy requirements in order to integrate the legal and engineering perspectives.,what:challenge:context_regulation
407,An ontology for describing properties of data and systems that allow to generate and manage privacy requirements in order to integrate the legal and engineering perspectives.,what:information:quality_security
407,An ontology for describing properties of data and systems that allow to generate and manage privacy requirements in order to integrate the legal and engineering perspectives.,what:phase:specification
408,An experience report on applying a tailored INCOSE requirements engineering process to the specificities of retrofittable subsea equipment systems.,what:domain:sector_subsea
409,A multi-case study with practitioners on the lessons learned using a set of templates for requirements written in natural language during six years.,what:challenge:process_standardization
409,A multi-case study with practitioners on the lessons learned using a set of templates for requirements written in natural language during six years.,what:documentation:naturallanguage
410,A method for specifying changes in intentions over time and simulating such changes in order to make trade-off decisions about the evolution of requirements.,what:challenge:process_prioritization
410,A method for specifying changes in intentions over time and simulating such changes in order to make trade-off decisions about the evolution of requirements.,what:phase:management
410,A method for specifying changes in intentions over time and simulating such changes in order to make trade-off decisions about the evolution of requirements.,what:phase:specification
411,"An online survey on the ability of laypersons, technical professionals, and legal experts to judge the similarity between legal coverage conditions and requirements.",what:challenge:context_regulation
411,"An online survey on the ability of laypersons, technical professionals, and legal experts to judge the similarity between legal coverage conditions and requirements.",what:challenge:people_skills
412,An interview-based study with practitioners for identifying a set of cues appearing in linguistic expressions that typically lead to ambiguity in order to improve customer-analyst communication.,what:challenge:content_unambiguousness
412,An interview-based study with practitioners for identifying a set of cues appearing in linguistic expressions that typically lead to ambiguity in order to improve customer-analyst communication.,what:challenge:people_communication
412,An interview-based study with practitioners for identifying a set of cues appearing in linguistic expressions that typically lead to ambiguity in order to improve customer-analyst communication.,what:challenge:process_improving
413,A study based on case studies and interviews with practitioners for identifying challenges involved in collaborative traceability management and how traceability can be used to enable collaboration.,what:challenge:content_traceability
413,A study based on case studies and interviews with practitioners for identifying challenges involved in collaborative traceability management and how traceability can be used to enable collaboration.,what:challenge:people_collaboration
413,A study based on case studies and interviews with practitioners for identifying challenges involved in collaborative traceability management and how traceability can be used to enable collaboration.,what:documentation:naturallanguage
413,A study based on case studies and interviews with practitioners for identifying challenges involved in collaborative traceability management and how traceability can be used to enable collaboration.,what:phase:management
414,A process for automatically discovering requirements knowledge from large sets of domain documents in order to assist organizations in entering new domains.,what:challenge:process_automation
414,A process for automatically discovering requirements knowledge from large sets of domain documents in order to assist organizations in entering new domains.,what:phase:elicitation
415,A framework for helping analysts in identifying system misuse cases using formal reasoning about social norms in order to avoid data breaches originating from such misuses.,what:challenge:people_skills
415,A framework for helping analysts in identifying system misuse cases using formal reasoning about social norms in order to avoid data breaches originating from such misuses.,what:phase:analysis
416,A framework for specifying performance requirements based on sentence patterns in order to reduce their level of incompleteness.,what:challenge:content_completeness
416,A framework for specifying performance requirements based on sentence patterns in order to reduce their level of incompleteness.,what:documentation:naturallanguage
416,A framework for specifying performance requirements based on sentence patterns in order to reduce their level of incompleteness.,what:information:quality_performance
416,A framework for specifying performance requirements based on sentence patterns in order to reduce their level of incompleteness.,what:phase:specification
417,A tool for connecting textual notes and video recording when holding requirements elicitation workshops supporting enhanced analysis in order to mitigate the scribe's overload.,what:challenge:people_skills
417,A tool for connecting textual notes and video recording when holding requirements elicitation workshops supporting enhanced analysis in order to mitigate the scribe's overload.,what:documentation:naturallanguage
417,A tool for connecting textual notes and video recording when holding requirements elicitation workshops supporting enhanced analysis in order to mitigate the scribe's overload.,what:phase:elicitation
418,A literature review on the existing approaches in goal-oriented RE in order to provide research directions in this area.,what:general:research
418,A literature review on the existing approaches in goal-oriented RE in order to provide research directions in this area.,what:information:goals
419,An experiment with students for validating that modeling separately the stakeholder viewpoints and then explicitly merging them leads to a richer domain understanding than constructing a single coherent requirements model.,what:challenge:content_all
420,An interview-based study with practitioners for knowing the current practices of presenting and manipulating artifacts in documentation tools in order to understand how well these tools support requirements engineers.,what:documentation:artifacts
421,An experiment with academics for exploring the impact of violating goal model layout guidelines onto the understandability of the requirements represented in such model.,what:challenge:content_understandability
421,An experiment with academics for exploring the impact of violating goal model layout guidelines onto the understandability of the requirements represented in such model.,what:documentation:goalmodels
422,A data-driven study for understanding the communication about software applications on Twitter and its relevance for RE and software evolution.,what:challenge:people_communication
422,A data-driven study for understanding the communication about software applications on Twitter and its relevance for RE and software evolution.,what:phase:management
423,A method for eliciting security requirements related to the acquisition of information about the system by methods that deeply include non-technical means.,what:information:quality_security
423,A method for eliciting security requirements related to the acquisition of information about the system by methods that deeply include non-technical means.,what:phase:elicitation
424,"An interview-based study with practitioners on the current practices for writing, maintaining and linking requirements and acceptance test documentation in agile projects.",what:challenge:content_traceability
424,"An interview-based study with practitioners on the current practices for writing, maintaining and linking requirements and acceptance test documentation in agile projects.",what:domain:organization_agile
424,"An interview-based study with practitioners on the current practices for writing, maintaining and linking requirements and acceptance test documentation in agile projects.",what:phase:management
425,An analysis of the adequacy of different natural language processing techniques and machine learning features for identifying software feature requests in issue tracking systems.,what:documentation:naturallanguage
425,An analysis of the adequacy of different natural language processing techniques and machine learning features for identifying software feature requests in issue tracking systems.,what:phase:elicitation
426,A model for understanding the implications of privacy requirements vagueness in aligning company's privacy policies with their data practices in order to reduce privacy risks.,what:challenge:content_unambiguousness
426,A model for understanding the implications of privacy requirements vagueness in aligning company's privacy policies with their data practices in order to reduce privacy risks.,what:challenge:context_uncertainty
426,A model for understanding the implications of privacy requirements vagueness in aligning company's privacy policies with their data practices in order to reduce privacy risks.,what:information:quality_security
427,A literature review on the existing approaches in the visualization techniques available in RE.,what:challenge:process_visualization
428,A case study on generating and rating ideas from the crowd in order to understand how human personality and creative potential influence requirement acquisition from the crowd.,what:challenge:people_skills
428,A case study on generating and rating ideas from the crowd in order to understand how human personality and creative potential influence requirement acquisition from the crowd.,what:phase:elicitation
429,"A method for automatically deriving conceptual data models from user stories written in natural language in order to create a holistic view of the requirements specification,",what:challenge:process_automation
429,"A method for automatically deriving conceptual data models from user stories written in natural language in order to create a holistic view of the requirements specification,",what:documentation:naturallanguage
429,"A method for automatically deriving conceptual data models from user stories written in natural language in order to create a holistic view of the requirements specification,",what:documentation:userstories
429,"A method for automatically deriving conceptual data models from user stories written in natural language in order to create a holistic view of the requirements specification,",what:phase:specification
430,A method for enlarging traditional traceability approaches with information linking documents generated during traditional and agile methodologies in order to ease the transition to agile development.,what:challenge:content_traceability
